Sample_No,Date,Sample_Point,Town,Measure,Result,Units
631881,2018-11-29,ST_18680,Strathmore,E. coli,0,Orgs/100mL
619872,2018-11-29,SO_10696,Southwold,Turbidity,0.2,NTU
656403,2018-11-29,SW_18483,Swadlincote,E. coli,0,Orgs/100mL
651797,2018-04-19,SW_12557,Swadlincote,E. coli,0,Orgs/100mL
626617,2018-04-18,WA_12904,Wakefield,E. coli,0,Orgs/100mL
647532,2018-04-19,TA_12407,Tarnstead,E. coli,0,Orgs/100mL
664781,2018-04-12,PO_16870,Pontybridge,Turbidity,0.05,NTU
688485,2018-04-12,PO_16870,Pontybridge,THM,0.058,mg/L
690776,2018-04-12,BE_16635,Bellmoral,Turbidity,0.2,NTU
667423,2018-04-19,BL_11946,Blancathey,E. coli,0,Orgs/100mL
615589,2018-08-09,ME_16215,Merton,Turbidity,0.3,NTU
657026,2018-08-13,PA_15033,Paethsmouth,E. coli,0,Orgs/100mL
684523,2018-08-09,BE_12742,Bellmoral,Turbidity,0.2,NTU
637090,2018-08-16,SW_11438,Swadlincote,E. coli,0,Orgs/100mL
620405,2018-08-16,SO_14280,Southwold,E. coli,0,Orgs/100mL
632717,2018-08-09,SW_17925,Swadlincote,Turbidity,0.2,NTU
611441,2018-08-09,ST_17003,Strathmore,Turbidity,0.3,NTU
669707,2018-08-09,ST_17003,Strathmore,THM,0.014,mg/L
685242,2018-08-09,SW_17925,Swadlincote,THM,0.016,mg/L
669332,2018-08-09,BL_17886,Blancathey,THM,0.073,mg/L
615803,2018-08-09,PO_16767,Pontybridge,Turbidity,0.2,NTU
639392,2018-08-09,SO_11519,Southwold,Turbidity,0.3,NTU
696965,2018-08-02,PO_16870,Pontybridge,THM,0.062,mg/L
665952,2018-08-02,PO_16870,Pontybridge,Turbidity,0.1,NTU
647774,2018-08-09,TA_12934,Tarnstead,Turbidity,0.2,NTU
606175,2018-08-30,SO_18754,Southwold,E. coli,0,Orgs/100mL
658399,2018-08-30,BE_13507,Bellmoral,Turbidity,0.2,NTU
646127,2018-05-07,PA_19973,Paethsmouth,Turbidity,0.1,NTU
660854,2018-08-09,SN_11423,Snake's Canyon,Turbidity,0.2,NTU
641195,2018-05-09,SO_17043,Southwold,E. coli,0,Orgs/100mL
640567,2018-05-09,ME_14356,Merton,E. coli,0,Orgs/100mL
654895,2018-05-10,SN_15690,Snake's Canyon,Turbidity,0.1,NTU
611618,2018-05-10,TA_13563,Tarnstead,THM,0.005,mg/L
667375,2018-05-09,WA_13324,Wakefield,Turbidity,0.05,NTU
649357,2018-09-10,PA_16549,Paethsmouth,Turbidity,0.2,NTU
688921,2018-11-08,ME_11431,Merton,Turbidity,0.2,NTU
643400,2018-11-08,SN_14943,Snake's Canyon,Turbidity,0.2,NTU
607826,2018-11-08,ST_13895,Strathmore,E. coli,0,Orgs/100mL
675837,2018-11-08,SO_19426,Southwold,E. coli,0,Orgs/100mL
646137,2018-11-08,ME_11431,Merton,E. coli,0,Orgs/100mL
653481,2018-11-08,ST_13895,Strathmore,Turbidity,0.2,NTU
634567,2018-11-07,WA_17864,Wakefield,Turbidity,0.1,NTU
652898,2018-09-13,BL_17886,Blancathey,Turbidity,0.2,NTU
674260,2018-09-13,SN_11423,Snake's Canyon,Turbidity,0.3,NTU
664006,2018-09-14,BE_13422,Bellmoral,E. coli,0,Orgs/100mL
652650,2018-09-13,ME_17256,Merton,Turbidity,0.3,NTU
666227,2018-11-08,ST_17872,Strathmore,E. coli,0,Orgs/100mL
618437,2018-11-08,ST_15319,Strathmore,E. coli,0,Orgs/100mL
698546,2018-11-08,PO_16767,Pontybridge,E. coli,0,Orgs/100mL
632295,2018-10-25,SO_14280,Southwold,Turbidity,0.2,NTU
668479,2018-11-08,BE_15094,Bellmoral,Turbidity,0.1,NTU
661166,2018-11-12,PA_17652,Paethsmouth,E. coli,0,Orgs/100mL
636230,2018-11-14,WA_13324,Wakefield,E. coli,0,Orgs/100mL
668624,2018-12-13,SO_11134,Southwold,E. coli,0,Orgs/100mL
602861,2018-07-12,SO_10696,Southwold,E. coli,0,Orgs/100mL
614772,2018-07-12,SN_11737,Snake's Canyon,E. coli,0,Orgs/100mL
673316,2018-07-11,WA_13324,Wakefield,Turbidity,0.3,NTU
696301,2018-07-18,WA_15184,Wakefield,Turbidity,0.2,NTU
606782,2018-11-22,SO_19853,Southwold,E. coli,0,Orgs/100mL
606565,2018-11-22,ME_19919,Merton,E. coli,0,Orgs/100mL
627385,2018-11-22,ME_14356,Merton,E. coli,0,Orgs/100mL
672947,2018-11-22,ST_16944,Strathmore,E. coli,0,Orgs/100mL
643674,2018-11-22,PO_16509,Pontybridge,E. coli,0,Orgs/100mL
672634,2018-11-22,ST_14952,Strathmore,E. coli,0,Orgs/100mL
672083,2018-11-22,SN_11423,Snake's Canyon,E. coli,0,Orgs/100mL
681791,2018-09-20,SW_18453,Swadlincote,E. coli,0,Orgs/100mL
677531,2018-09-21,SN_11737,Snake's Canyon,E. coli,0,Orgs/100mL
692106,2018-09-21,BL_11946,Blancathey,Turbidity,0.2,NTU
695567,2018-09-24,PA_12021,Paethsmouth,E. coli,0,Orgs/100mL
617368,2018-09-20,BE_18768,Bellmoral,Turbidity,0.2,NTU
687137,2018-09-21,SN_11737,Snake's Canyon,Turbidity,0.3,NTU
636997,2018-09-21,TA_11822,Tarnstead,Turbidity,0.2,NTU
683448,2018-09-20,SW_18453,Swadlincote,Turbidity,0.2,NTU
657662,2018-09-19,WA_15184,Wakefield,Turbidity,0.3,NTU
634690,2018-09-20,PO_10936,Pontybridge,E. coli,0,Orgs/100mL
622123,2018-09-21,SO_19646,Southwold,E. coli,0,Orgs/100mL
659550,2018-09-21,ST_16944,Strathmore,E. coli,0,Orgs/100mL
634831,2018-09-21,ST_11855,Strathmore,Turbidity,0.3,NTU
636694,2018-09-21,TA_11822,Tarnstead,E. coli,0,Orgs/100mL
627846,2018-09-20,PO_10936,Pontybridge,Turbidity,0.3,NTU
687715,2018-11-29,ST_15552,Strathmore,E. coli,0,Orgs/100mL
639684,2018-04-19,BE_16639,Bellmoral,E. coli,0,Orgs/100mL
667348,2018-09-27,ME_16148,Merton,Turbidity,0.3,NTU
659684,2018-09-27,SW_18483,Swadlincote,E. coli,0,Orgs/100mL
617740,2018-09-27,ST_18680,Strathmore,E. coli,0,Orgs/100mL
618737,2018-09-27,PO_16509,Pontybridge,Turbidity,1.1,NTU
643278,2018-09-27,SO_11580,Southwold,E. coli,0,Orgs/100mL
609107,2018-09-27,TA_13563,Tarnstead,Turbidity,0.2,NTU
630326,2018-09-27,TA_13563,Tarnstead,E. coli,0,Orgs/100mL
681162,2018-09-27,BE_17841,Bellmoral,Turbidity,0.2,NTU
649668,2018-09-27,PO_16509,Pontybridge,E. coli,0,Orgs/100mL
624558,2018-09-27,SN_15690,Snake's Canyon,E. coli,0,Orgs/100mL
676094,2018-09-27,SO_11580,Southwold,Turbidity,0.2,NTU
649507,2018-09-27,ME_18009,Merton,E. coli,0,Orgs/100mL
686312,2018-09-27,ME_16148,Merton,E. coli,0,Orgs/100mL
629775,2018-09-27,BL_13006,Blancathey,Turbidity,0.2,NTU
677369,2018-09-27,SW_18483,Swadlincote,Turbidity,0.2,NTU
654419,2018-09-27,ST_15552,Strathmore,E. coli,0,Orgs/100mL
666419,2018-10-01,PA_11116,Paethsmouth,Turbidity,0.2,NTU
659931,2018-10-04,ME_19866,Merton,E. coli,0,Orgs/100mL
607497,2018-10-04,TA_12934,Tarnstead,E. coli,0,Orgs/100mL
620397,2018-09-27,ME_16148,Merton,THM,0.01,mg/L
677495,2018-10-04,ST_17736,Strathmore,E. coli,0,Orgs/100mL
683636,2018-10-04,SO_17043,Southwold,E. coli,0,Orgs/100mL
638410,2018-10-04,BL_14330,Blancathey,E. coli,0,Orgs/100mL
624552,2018-10-04,BE_15310,Bellmoral,E. coli,0,Orgs/100mL
663213,2018-09-27,SO_11580,Southwold,THM,0.009,mg/L
628063,2018-10-04,ME_16507,Merton,E. coli,0,Orgs/100mL
671441,2018-10-04,ME_19934,Merton,E. coli,0,Orgs/100mL
640780,2018-10-03,WA_15101,Wakefield,E. coli,0,Orgs/100mL
688662,2018-09-27,ST_18680,Strathmore,Turbidity,6.19,NTU
610927,2018-12-05,WA_15101,Wakefield,E. coli,0,Orgs/100mL
664494,2018-10-04,SO_14953,Southwold,E. coli,0,Orgs/100mL
680700,2018-10-04,ST_13051,Strathmore,E. coli,0,Orgs/100mL
682987,2018-07-12,SO_11580,Southwold,E. coli,0,Orgs/100mL
660639,2018-07-12,SW_11069,Swadlincote,E. coli,0,Orgs/100mL
674302,2018-07-09,PA_12021,Paethsmouth,Turbidity,0.2,NTU
621921,2018-07-12,BL_11946,Blancathey,E. coli,0,Orgs/100mL
659554,2018-07-12,ME_13530,Merton,E. coli,0,Orgs/100mL
637877,2018-07-12,TA_11822,Tarnstead,E. coli,0,Orgs/100mL
616985,2018-12-13,ME_16215,Merton,E. coli,0,Orgs/100mL
670292,2018-12-13,ST_18354,Strathmore,E. coli,0,Orgs/100mL
602200,2018-12-13,BL_14330,Blancathey,E. coli,0,Orgs/100mL
644868,2018-11-15,TA_12407,Tarnstead,E. coli,0,Orgs/100mL
685458,2018-11-15,SN_14788,Snake's Canyon,E. coli,0,Orgs/100mL
687753,2018-11-15,SN_14788,Snake's Canyon,Turbidity,0.1,NTU
627097,2018-11-15,BL_14594,Blancathey,Turbidity,0.1,NTU
688879,2018-11-19,PA_11469,Paethsmouth,E. coli,0,Orgs/100mL
662873,2018-11-22,SN_11423,Snake's Canyon,THM,0.009,mg/L
661496,2018-07-16,PA_11116,Paethsmouth,Turbidity,0.3,NTU
634498,2018-07-18,WA_15184,Wakefield,E. coli,0,Orgs/100mL
612864,2018-11-26,PA_16549,Paethsmouth,E. coli,0,Orgs/100mL
619081,2018-11-29,TA_12934,Tarnstead,Turbidity,0.2,NTU
600413,2018-11-29,ME_16148,Merton,E. coli,0,Orgs/100mL
698518,2018-12-20,BL_14594,Blancathey,Turbidity,0.1,NTU
627715,2018-12-20,SW_11438,Swadlincote,Turbidity,0.2,NTU
699241,2018-10-08,PA_19973,Paethsmouth,Turbidity,0.2,NTU
669005,2018-10-11,ME_16215,Merton,E. coli,0,Orgs/100mL
690060,2018-10-11,SW_17925,Swadlincote,E. coli,0,Orgs/100mL
674530,2018-10-11,BE_12742,Bellmoral,E. coli,0,Orgs/100mL
688014,2018-10-11,SW_17925,Swadlincote,Turbidity,0.2,NTU
602422,2018-10-11,BE_12742,Bellmoral,Turbidity,0.2,NTU
688179,2018-10-18,PO_16870,Pontybridge,E. coli,0,Orgs/100mL
678247,2018-10-18,TA_12407,Tarnstead,E. coli,0,Orgs/100mL
667490,2018-11-29,BE_17841,Bellmoral,Turbidity,0.1,NTU
676656,2018-11-29,PO_16870,Pontybridge,E. coli,0,Orgs/100mL
636022,2018-11-29,PO_16870,Pontybridge,Turbidity,0.1,NTU
643622,2018-11-29,BL_11946,Blancathey,E. coli,0,Orgs/100mL
672325,2018-12-19,WA_17412,Wakefield,E. coli,0,Orgs/100mL
692131,2018-12-17,PA_11116,Paethsmouth,Turbidity,0.2,NTU
685040,2018-11-29,SN_11737,Snake's Canyon,E. coli,0,Orgs/100mL
632552,2018-11-29,SN_11737,Snake's Canyon,Turbidity,0.2,NTU
666142,2018-11-29,SO_10696,Southwold,E. coli,0,Orgs/100mL
673130,2018-11-29,ST_18680,Strathmore,Turbidity,0.2,NTU
680529,2018-04-19,ST_16875,Strathmore,E. coli,0,Orgs/100mL
676463,2018-11-29,TA_12934,Tarnstead,E. coli,0,Orgs/100mL
667643,2018-12-20,BE_16635,Bellmoral,E. coli,0,Orgs/100mL
683487,2018-12-20,ST_16139,Strathmore,E. coli,0,Orgs/100mL
644005,2018-12-20,SW_11438,Swadlincote,E. coli,0,Orgs/100mL
679299,2018-12-20,BL_14594,Blancathey,E. coli,0,Orgs/100mL
610402,2018-12-20,ME_15845,Merton,E. coli,0,Orgs/100mL
660880,2018-12-03,PA_10485,Paethsmouth,E. coli,0,Orgs/100mL
660285,2018-12-20,TA_11822,Tarnstead,Turbidity,0.2,NTU
684289,2018-12-19,WA_17412,Wakefield,Turbidity,0.1,NTU
628742,2018-12-20,BE_16635,Bellmoral,Turbidity,0.2,NTU
608432,2018-11-29,SW_18483,Swadlincote,Turbidity,0.1,NTU
681358,2018-09-14,SW_11069,Swadlincote,THM,0.011,mg/L
622229,2018-10-04,SN_14943,Snake's Canyon,E. coli,0,Orgs/100mL
684918,2018-10-04,SW_10279,Swadlincote,E. coli,0,Orgs/100mL
643705,2018-10-04,PO_10333,Pontybridge,E. coli,0,Orgs/100mL
636808,2018-10-10,WA_18499,Wakefield,E. coli,0,Orgs/100mL
669880,2018-10-11,BL_14594,Blancathey,E. coli,0,Orgs/100mL
667987,2018-10-11,PO_16767,Pontybridge,E. coli,0,Orgs/100mL
636922,2018-10-11,ME_11992,Merton,E. coli,0,Orgs/100mL
699704,2018-10-11,SN_14788,Snake's Canyon,E. coli,0,Orgs/100mL
686131,2018-10-11,ST_17003,Strathmore,E. coli,0,Orgs/100mL
622983,2018-10-11,SO_11134,Southwold,E. coli,0,Orgs/100mL
642107,2018-10-11,TA_11822,Tarnstead,E. coli,0,Orgs/100mL
630541,2018-10-11,SO_11134,Southwold,Turbidity,0.2,NTU
617702,2018-10-11,SN_14788,Snake's Canyon,Turbidity,0.2,NTU
695832,2018-10-11,ST_17003,Strathmore,Turbidity,0.2,NTU
620253,2018-10-04,ST_16944,Strathmore,E. coli,0,Orgs/100mL
687228,2018-09-21,ST_14952,Strathmore,E. coli,0,Orgs/100mL
668294,2018-10-11,BL_14594,Blancathey,Turbidity,0.2,NTU
612593,2018-10-10,WA_18499,Wakefield,Turbidity,0.2,NTU
671111,2018-10-15,PA_14918,Paethsmouth,E. coli,0,Orgs/100mL
620798,2018-10-11,ME_16215,Merton,Turbidity,0.2,NTU
627173,2018-10-18,BE_16635,Bellmoral,E. coli,0,Orgs/100mL
654693,2018-10-15,PA_14918,Paethsmouth,Turbidity,0.2,NTU
666836,2018-10-18,ST_16139,Strathmore,E. coli,0,Orgs/100mL
699955,2018-09-21,ME_14356,Merton,E. coli,0,Orgs/100mL
687613,2018-09-19,WA_15184,Wakefield,E. coli,0,Orgs/100mL
686202,2018-09-17,PA_10485,Paethsmouth,Turbidity,0.2,NTU
683932,2018-11-15,SO_13517,Southwold,E. coli,0,Orgs/100mL
661772,2018-09-21,ST_11855,Strathmore,E. coli,0,Orgs/100mL
699472,2018-09-21,SO_19646,Southwold,Turbidity,0.3,NTU
684383,2018-09-21,ME_19919,Merton,E. coli,0,Orgs/100mL
641901,2018-11-15,PO_10333,Pontybridge,Turbidity,0.2,NTU
638890,2018-11-15,TA_12407,Tarnstead,Turbidity,0.4,NTU
675971,2018-11-27,PA_16549,Paethsmouth,Turbidity,0.2,NTU
673002,2018-10-17,WA_17412,Wakefield,E. coli,0,Orgs/100mL
602242,2018-10-18,ST_17970,Strathmore,E. coli,0,Orgs/100mL
636544,2018-10-18,ME_15845,Merton,E. coli,0,Orgs/100mL
639798,2018-10-18,BL_17886,Blancathey,E. coli,0,Orgs/100mL
646068,2018-10-18,SO_14753,Southwold,E. coli,0,Orgs/100mL
672077,2018-09-21,BL_11946,Blancathey,THM,0.056,mg/L
628974,2018-10-11,ST_10925,Strathmore,E. coli,0,Orgs/100mL
675601,2018-10-11,SO_11519,Southwold,E. coli,0,Orgs/100mL
670270,2018-09-27,BL_13006,Blancathey,E. coli,0,Orgs/100mL
661875,2018-10-11,ST_18354,Strathmore,E. coli,0,Orgs/100mL
692886,2018-10-11,ME_10188,Merton,E. coli,0,Orgs/100mL
677514,2018-10-11,SN_14788,Snake's Canyon,THM,0.049,mg/L
603130,2018-10-11,TA_11822,Tarnstead,Turbidity,0.2,NTU
652342,2018-10-11,PO_16767,Pontybridge,Turbidity,0.2,NTU
666452,2018-10-01,PA_11116,Paethsmouth,E. coli,0,Orgs/100mL
605282,2018-10-18,SW_11438,Swadlincote,E. coli,0,Orgs/100mL
609017,2018-10-18,ME_15547,Merton,E. coli,0,Orgs/100mL
629831,2018-09-27,BE_17841,Bellmoral,THM,0.01,mg/L
689072,2018-11-29,ME_15640,Merton,E. coli,0,Orgs/100mL
613581,2018-11-29,ME_16148,Merton,Turbidity,0.2,NTU
645768,2018-11-29,BL_11946,Blancathey,Turbidity,0.1,NTU
661611,2018-09-21,ST_11855,Strathmore,THM,0.012,mg/L
667499,2018-09-26,WA_10025,Wakefield,Turbidity,0.2,NTU
617821,2018-09-27,BE_17841,Bellmoral,E. coli,0,Orgs/100mL
647417,2018-09-27,SN_15690,Snake's Canyon,Turbidity,0.2,NTU
688417,2018-09-24,PA_12021,Paethsmouth,Turbidity,0.2,NTU
602666,2018-09-19,WA_15184,Wakefield,THM,0.009,mg/L
673754,2018-09-21,ME_14356,Merton,Turbidity,0.3,NTU
609930,2018-09-26,WA_10025,Wakefield,E. coli,0,Orgs/100mL
693073,2018-04-27,ME_17891,Merton,Turbidity,0.1,NTU
643926,2018-04-27,BL_13006,Blancathey,Turbidity,0.1,NTU
685236,2018-09-06,PO_16767,Pontybridge,Turbidity,0.1,NTU
619023,2018-09-06,SN_14788,Snake's Canyon,E. coli,0,Orgs/100mL
668607,2018-08-09,ST_18354,Strathmore,E. coli,0,Orgs/100mL
691045,2018-09-05,WA_17864,Wakefield,Turbidity,0.2,NTU
650957,2018-09-06,SO_12799,Southwold,Turbidity,0.3,NTU
666780,2018-08-09,PO_16767,Pontybridge,E. coli,0,Orgs/100mL
645898,2018-08-09,SN_11423,Snake's Canyon,E. coli,0,Orgs/100mL
607977,2018-11-22,TA_13563,Tarnstead,E. coli,0,Orgs/100mL
617164,2018-11-22,SO_19646,Southwold,E. coli,0,Orgs/100mL
629114,2018-11-22,ME_17893,Merton,E. coli,0,Orgs/100mL
650387,2018-11-02,SO_17892,Southwold,E. coli,0,Orgs/100mL
682130,2018-11-02,BL_13006,Blancathey,E. coli,0,Orgs/100mL
680728,2018-11-02,BL_13006,Blancathey,Turbidity,0.3,NTU
621449,2018-11-22,SN_11423,Snake's Canyon,Turbidity,0.2,NTU
608144,2018-12-13,ME_11992,Merton,E. coli,1,Orgs/100mL
637459,2018-11-15,SW_11069,Swadlincote,E. coli,0,Orgs/100mL
623758,2018-11-22,PO_16509,Pontybridge,Turbidity,6.33,NTU
628030,2018-11-21,WA_15184,Wakefield,Turbidity,0.1,NTU
683595,2018-11-15,PO_10333,Pontybridge,E. coli,0,Orgs/100mL
611164,2018-11-22,SW_18453,Swadlincote,E. coli,0,Orgs/100mL
683325,2018-11-22,ME_14356,Merton,Turbidity,0.1,NTU
648288,2018-11-22,ST_14952,Strathmore,Turbidity,0.1,NTU
699116,2018-07-09,PA_12021,Paethsmouth,THM,0.012,mg/L
663203,2018-07-12,ME_17893,Merton,Turbidity,0.1,NTU
